Survived,Pclass,Age,Sex,Cabin
0,2,1.100515116484551,0,115
1,3,-0.9002980027642465,0,115
1,1,1.1774694672248893,0,115
1,1,1.6391955716669195,1,120
1,3,-0.4385718983222164,0,115
0,3,0.0,1,115
0,3,0.8696520642635358,1,115
0,2,-0.6694349505432314,1,115
1,1,1.4083325194459044,0,94
0,3,0.0,0,115
0,2,-0.4385718983222164,1,115
1,2,0.9466064150038742,0,115
1,2,-0.20770884610120124,0,115
0,1,0.1001085568601522,1,6
0,3,0.0,1,115
1,3,-1.9776589131289837,1,115
0,3,-0.2846631968415396,1,115
1,1,1.3313781687055661,0,102
0,1,0.25401725834082894,1,34
0,3,1.3313781687055661,1,115
1,2,-0.1307544953608629,0,115
1,3,-1.1311610549852615,0,115
0,3,-0.7463893012835698,1,115
0,3,-0.8233436520239081,1,115
0,3,0.0,1,115
1,1,2.0239673253686115,0,70
1,2,-0.361617547581878,0,115
0,3,0.25401725834082894,1,115
0,3,-0.5924805998028931,0,115
0,2,-0.1307544953608629,1,115
0,3,-0.361617547581878,1,115
0,3,0.7157433627828591,0,115
0,2,-0.20770884610120124,1,115
1,1,-0.8233436520239081,0,30
0,3,0.0,0,115
1,1,-0.2846631968415396,1,60
0,3,0.17706290760049057,1,115
